LakeIndex,Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,LakeType,LakeArea_km2,Climate,Temp_C,DO_mgL,pH,Cond_uScm,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,k600_md,Wind_ms
115,183,"KamburuExit",18,6,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01397350438,0.01003335253,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",18,6,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01726399827,0.006967053339,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",18,6,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.206049881,0.008246757497,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",19,6,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02875213735,0.009772101983,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",19,6,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02540768712,0.007042418156,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",15,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2290095108,0.007899183203,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",16,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04939327713,0.01008976889,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Masinga 1",16,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02150624222,0.008907770809,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Masinga Inlet",16,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,2.100684975,0.008742561502,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Masinga Mid",16,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04282282762,0.01071042848,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Gitaru Exit",17,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.07910511007,0.007771977242,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Kamburu1",17,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0185395243,0.007924558471,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",17,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01695455004,0.008518240734,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuInlet",17,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2571318393,0.008877728534,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Gitaru 1",18,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03727770367,0.008124809709,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"Gitaru Inlet",18,7,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04262973932,0.00873683743,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",18,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03817894741,0.008360014118,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",18,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03523173682,0.008064531151,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",18,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.00524506066,0.007262466658,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",18,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01611867561,0.007170877924,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",18,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04710550242,0.007844586987,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",19,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02672861832,0.009328691907,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",19,8,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02541780218,0.008714725943,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",18,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03008600313,0.007383410529,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",18,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01872505977,0.007812066101,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",18,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02533961274,0.00788496818,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",19,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0134765802,0.007509348105,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",19,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01945638497,0.00797679728,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",19,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01167125326,0.00787899608,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",19,9,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.009988044474,0.006230637561,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",3,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04255125018,0.007099197589,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",3,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01931067805,0.007266459028,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",3,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02545120971,0.008758763792,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",4,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02523050041,0.007814827151,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",4,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02166621384,0.007166107129,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",4,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02093157022,0.008525406365,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",4,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01885376083,0.006565881517,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",17,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02112355599,0.00740087232,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",17,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.008453661345,0.006784212534,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",17,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04968002098,0.01038158824,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",18,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.08727633893,0.007982192852,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",18,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01252521643,0.007021958309,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",18,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.006238341375,0.008703055414,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",18,10,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01195916638,0.007000050164,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",3,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01348062367,0.007241912833,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",3,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.008630556583,0.006223947919,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",3,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.04283017998,0.01206396456,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",4,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02790451239,0.007632221783,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",4,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.1335926149,0.006970002574,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",4,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03387473009,0.007376729632,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",4,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02340949003,0.006109329929,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",17,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0148957083,0.007370277469,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",17,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01458684746,0.008000040294,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",17,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01539795446,0.01997086063,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",18,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01158543676,0.007786228221,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",18,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01449109108,0.006509405671,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",18,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01101190981,0.008281201714,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",18,11,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01502351957,0.006996190994,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",4,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01462609688,0.007115388165,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",4,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.05783174495,0.007210799452,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",4,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01608269274,0.0164929879,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",5,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01527930494,0.00791233917,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",5,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01157741195,0.007016944245,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",5,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01401442099,0.008206548382,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",5,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0264512533,0.007486858379,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",22,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.108590694,0.01150280514,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",22,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.07319503843,0.008047908269,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",22,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.05603416458,0.01486562954,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",23,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01814213882,0.008092810679,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",23,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02465865264,0.008379649435,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",23,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01311509242,0.008450450531,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",23,12,2011,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.1368739164,0.008494418242,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",5,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2277120302,0.01071219628,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",5,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.05496945368,0.007148168418,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",5,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.05568477103,0.01459561048,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",6,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02357916872,0.007885906046,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",6,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02477277624,0.007535353295,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",6,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01209717646,0.00799585198,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",6,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.07270319805,0.007162802718,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",19,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2057687942,0.007432719198,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",19,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01585123193,0.01074603639,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaMilani",20,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0362431259,0.006712933626,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaMid",20,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03143028306,0.006941429857,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",20,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02022168848,0.008018715785,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuInlet",21,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.8695025197,0.007095484537,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",21,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02031029368,0.008940057705,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",21,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.03249917193,0.0110660255,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",21,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0278388461,0.01711208578,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruInlet",22,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02389666446,0.01154076753,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",22,1,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02284841326,0.01001346689,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",4,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.1803983831,0.007570816397,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",4,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.05288962321,0.007441939134,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",4,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0342657004,0.02297658746,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",5,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0175746357,0.01125590813,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",5,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.009384694447,0.009959256528,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",5,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02533666449,0.01228329923,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",5,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.06475985215,0.009368077963,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",18,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.1330703048,0.007107947392,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",18,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.0679767401,0.007397717431,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",18,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2886909723,0.01754138975,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruExit",19,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.01188357067,0.01231917504,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"GitaruIntake",19,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.003213686247,0.009606347167,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuExit",19,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02109753555,0.01446695261,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"KamburuIntake",19,2,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.02547120925,0.008525116961,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"SaganaBridge",3,3,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.2852391904,0.007297112257,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaIntake",3,3,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.06391781645,0.006902283804,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
115,183,"MasingaBridge",3,3,2012,NaT,fortnightly,fortnightly,-0.897587,37.485506,reservoir,69.71,2,NaN,NaN,NaN,NaN,NaN,<undefined>,0.3969845129,0.01260714829,<undefined>,NaN,NaN,NaN,NaN,NaN,2.675
