Ref	Site name	day	month	year	time	measurement_frequency	reported_frequency	run_on_river	Latitude	Longitude	Climate	Slope	Watershed Area	River width	CO2	CO2_units	CO2_method_cat	CH4	CH4_units	N2O	N2O_units	F_method_cat	F_CO2	F_CO2_units	FCH4_diff_avg_val	F_CH4_units	FCH4_ebb_avg_val	F_CH4_ebb_units	FN2O_avg_val	FN2O_UNITS	Strahler order	Discharge_mean	Discharge_mean_units	Velocity	Velocity_units	Temperature	DO	DO_units	pH	Conductivity	DOC_value	DOC_units	DIC_value	DIC_units	k	k600	k_units	Comments
21	Coopersucar - low	1	7	1996		monthly	seasonal	NO	-22.6894	-47.5834	14			65	172.135	µM	indirect															66	m3 s-1															average from June 1995 to March 1997
21	Coopersucar - high	1	1	1997		monthly	seasonal	NO	-22.6894	-47.5834	14			65	119.8587	µM	indirect															143.2	m3 s-1															average from June 1995 to March 1997
21	Artemis - low	1	7	1996		monthly	seasonal	NO	-22.6929	-47.7785	14			50	132.8571	µM	indirect															82.3	m3 s-1															average from June 1995 to March 1997
21	Artemis - high	1	1	1997		monthly	seasonal	NO	-22.6929	-47.7785	14			50	117.033	µM	indirect															185	m3 s-1															average from June 1995 to March 1997
44	Mekong Delta Complex	4	6	2004	8:00:00 AM	single	single	YES	10.33247	106.28757	3			850	1688	ppm	indirect	10.8	nmol/L																	29.7	82.7	% saturation	7.718		1.3	mg/L	1415	umol/kg				
44	Mekong Delta Complex	4	5	2004	4:32:00 PM	single	single	YES	10.282	106.13185	3			1330	753	ppm	indirect	11.1	nmol/L																	30	97.9	% saturation	8.119		0.78	mg/L	1425	umol/kg				
44	Mekong Delta Complex	4	2	2004	9:06:00 AM	single	single	YES	10.24333	106.32495	3			570	1363	ppm	indirect	7.9	nmol/L																	29.7	94.8	% saturation	7.891		1.64	mg/L	1546	umol/kg				
44	Mekong Delta Complex	4	5	2004	3:45:00 PM	single	single	YES	10.21278	106.15655	3			2000	479	ppm	indirect	17.7	nmol/L																	29.9	106.2	% saturation	8.323		0.68	mg/L	1449	umol/kg				
44	Mekong Delta Complex	4	4	2004	1:16:00 PM	single	single	YES	10.13885	106.23108	3			750	607	ppm	indirect	9.6	nmol/L																	30.2	105.4	% saturation	8.219		0.76	mg/L	1441	umol/kg				
44	Mekong Delta Complex	18	10	2004	7:06:00 AM	single	single	YES	10.32805	106.28745	3			780	2664	ppm	indirect	79.1	nmol/L																	29.1	69.4	% saturation	7.4		0.8	mg/L	1037	umol/kg				
44	Mekong Delta Complex	18	10	2004	8:07:00 AM	single	single	YES	10.31731	106.42226	3			1280	2852	ppm	indirect	108	nmol/L																	29.1	68.6	% saturation	7.369		1.64	mg/L	1040	umol/kg				
44	Mekong Delta Complex	18	10	2004	8:49:00 AM	single	single	YES	10.26808	106.53778	3			1080	2795	ppm	indirect	43.7	nmol/L																	29.2	67.6	% saturation	7.365		1.53	mg/L	1009	umol/kg				
44	Mekong Delta Complex	18	10	2004	9:27:00 AM	single	single	YES	10.23159	106.64676	3			2000	2861	ppm	indirect	52.4	nmol/L																	29.2	66.5	% saturation	7.355		2.13	mg/L	1011	umol/kg				
44	Mekong Delta Complex	18	10	2004	9:51:00 AM	single	single	YES	10.21	106.70153	3			2050	2858	ppm	indirect	58.8	nmol/L																	29.2	65.9	% saturation	7.354		2.86	mg/L	1008	umol/kg				
44	Mekong Delta Complex	18	10	2004	6:00:00 AM	single	single	YES	10.28121	106.13798	3			1500	2231	ppm	indirect	106.1	nmol/L																	28.9	73.2	% saturation	7.484		1.08	mg/L	1043	umol/kg				
44	Mekong Delta Complex	14	10	2004	9:35:00 AM	single	single	YES	10.21511	106.3493	3			1150	1895	ppm	indirect	105.6	nmol/L																	29.4	74.7	% saturation	7.496		1.82	mg/L	902	umol/kg				
44	Mekong Delta Complex	14	10	2004	10:00:00 AM	single	single	YES	10.14702	106.37369	3			800	2920	ppm	indirect	198.4	nmol/L																	29.1	69.5	% saturation	7.363		1.89	mg/L	1051	umol/kg				
44	Mekong Delta Complex	14	10	2004	10:35:00 AM	single	single	YES	10.0694	106.43965	3			1500	2835	ppm	indirect	100.5	nmol/L																	29.3	70	% saturation	7.367		2.66	mg/L	1026	umol/kg				
44	Mekong Delta Complex	14	10	2004	11:15:00 AM	single	single	YES	10.01033	106.49871	3			2800	2573	ppm	indirect	62.8	nmol/L																	29.8	71.9	% saturation	7.401		1.44	mg/L	993	umol/kg				
44	Mekong Delta Complex	14	10	2004	12:25:00 PM	single	single	YES	9.97776	106.57558	3			2000	2616	ppm	indirect	37.2	nmol/L																	30.5	74.2	% saturation	7.402		1.89	mg/L	1001	umol/kg				
44	Mekong Delta Complex	17	10	2004	3:00:00 PM	single	single	YES	10.2093	106.1581	3			1900	2392	ppm	indirect	189.9	nmol/L																	29.4	74.2	% saturation	7.465		1	mg/L	1065	umol/kg				
44	Mekong Delta Complex	17	10	2004	1:59:00 PM	single	single	YES	10.10875	106.25072	3			840	2232	ppm	indirect	109.3	nmol/L																	29.4	74.1	% saturation	7.494		1.37	mg/L	1058	umol/kg				
44	Mekong Delta Complex	17	10	2004	12:57:00 PM	single	single	YES	10.01349	106.34007	3			2700	2380	ppm	indirect	184	nmol/L																	29.2	73.2	% saturation	7.458		1.95	mg/L	1047	umol/kg				
44	Mekong Delta Complex	17	10	2004	11:57:00 AM	single	single	YES	9.95059	106.43231	3			1200	2926	ppm	indirect	222.2	nmol/L																	29.2	69.2	% saturation	7.369		3.65	mg/L	1065	umol/kg				
44	Mekong Delta Complex	17	10	2004	10:28:00 AM	single	single	YES	9.8549	106.55572	3			1700	2611	ppm	indirect	97.6	nmol/L																	29.3	70.1	% saturation	7.414		4	mg/L	1044	umol/kg				
44	Mekong Delta Complex	15	10	2004	12:27:00 PM	single	single	YES	9.86747	106.59394	3			190	2327	ppm	indirect	99.5	nmol/L																	29.4	73.6	% saturation	7.468		2.29	mg/L	1043	umol/kg				
44	Mekong Delta Complex	15	10	2004	9:33:00 AM	single	single	YES	9.95719	106.56035	3			100	2951	ppm	indirect	2216.8	nmol/L																	28.8	66.3	% saturation	7.351		3.32	mg/L	1151	umol/kg				
45	Amazon River basin	30	1	2007	4:26:00 PM	single	single	YES	-1.895956	-55.569745	2			3470	2950	ppm	direct	110	nmol/L																	29.8												
45	Amazon River basin	1	2	2007	12:28:00 AM	single	single	YES	-2.24947	-54.78872	2			4870	3180	ppm	direct	68	nmol/L																	21.9												
45	Amazon River basin	3	2	2007	3:06:00 PM	single	single	YES	-2.42473	-54.46258	2			6350	2880	ppm	direct	92	nmol/L																	29.3												
45	Amazon River basin	3	2	2007	8:20:00 PM	single	single	YES	-2.24685	-54.06152	2			4100	2750	ppm	direct	64	nmol/L																	29.4												
45	Amazon River basin	4	2	2007	8:06:00 PM	single	single	YES	-1.933	-53.79318	2			8070	2870	ppm	direct	62	nmol/L																	29.6												
45	Amazon River basin	4	2	2007	10:12:00 PM	single	single	YES	-1.87192	-53.54055	2			7660	2770	ppm	direct	77	nmol/L																	29.3												
45	Amazon River basin	5	2	2007	11:43:00 AM	single	single	YES	-1.75962	-53.09298	2			4760	2630	ppm	direct	71	nmol/L																	29.3												
45	Amazon River basin	5	2	2007	4:05:00 PM	single	single	YES	-1.62452	-52.88482	2			7830	2290	ppm	direct	65	nmol/L																	29.5												
45	Amazon River basin	5	2	2007	8:30:00 PM	single	single	YES	-1.58095	-52.54592	2			7330	2300	ppm	direct	112	nmol/L																	29.9												
45	Amazon River basin	6	2	2007	8:43:00 PM	single	single	YES	-1.48687	-51.79165	2			4220	1600	ppm	direct	105	nmol/L																	29.3												
45	Amazon River basin	7	2	2007	1:34:00 PM	single	single	YES	-1.33282	-51.8911	2			3140	2500	ppm	direct	71	nmol/L																	29.2												
45	Amazon River basin	8	2	2007	11:20:00 AM	single	single	YES	-0.59963	-51.54387	2			5130	2300	ppm	direct	122	nmol/L																	29												
45	Amazon River basin	9	2	2007	8:29:00 PM	single	single	YES	-0.11607	-51.23892	2			6260	2280	ppm	direct	139	nmol/L																	29												
45	Amazon River basin	2	2	2007	4:00:00 PM	single	single	YES	-2.40183	-54.83582	2			1120	70	ppm	direct	65	nmol/L																	31.1												
45	Amazon River basin	2	2	2007	8:40:00 PM	single	single	YES	-2.54645	-55.04743	2			14790	70	ppm	direct	85	nmol/L																	30.8												
45	Amazon River basin	2	2	2007	11:11:00 PM	single	single	YES	-2.48987	-55.01252	2			14620	520	ppm	direct	77	nmol/L																	27.5												
45	Amazon River basin	6	2	2007	12:55:00 PM	single	single	YES	-1.81408	-52.22758	2			4130	1070	ppm	direct	91	nmol/L																	29.4												
45	Amazon River basin	7	2	2007	5:07:00 PM	single	single	YES	-1.142636	-51.988767	2			859	2700	ppm	direct	257	nmol/L																	30.5												
45	Amazon River basin	8	2	2007	4:45:00 PM	single	single	YES	-0.280792	-51.481109	2			27	6770	ppm	direct	951	nmol/L																	30.5												
45	Amazon River basin	30	1	2007	2:50:00 PM	single	single	YES	-1.91348	-55.58462	2			3750	150	ppm	direct	246	nmol/L																	31.7												
45	Amazon River basin	4	2	2007	4:30:00 PM	single	single	YES	-2.17063	-54.93262	2			2260	230	ppm	direct	66	nmol/L																	31.7												
45	Amazon River basin	12	5	2008	11:00:00 PM	single	single	YES	-3.30493	-60.1742	1			2570	5850	ppm	direct	68	nmol/L																	27.4												
45	Amazon River basin	14	5	2008	10:10:00 PM	single	single	YES	-3.32687	-60.5523	1			3320	5780	ppm	direct	45	nmol/L																	27.6												
45	Amazon River basin	12	5	2008	3:44:00 PM	single	single	YES	-3.07593	-60.26462	1			3090	4600	ppm	direct	57	nmol/L																	28.8												
45	Amazon River basin	9	10	2008	11:45:00 AM	single	single	YES	-3.15952	-59.4169	1			3000	2780	ppm	direct	71	nmol/L																	30.2												
45	Amazon River basin	10	10	2008	12:30:00 PM	single	single	YES	-3.16335	-58.43252	1			2400	2500	ppm	direct	154	nmol/L																	30.6												
45	Amazon River basin	11	10	2008	6:30:00 PM	single	single	YES	-2.40555	-57.55097	2			4740	3090	ppm	direct	125	nmol/L																	30.9												
45	Amazon River basin	11	10	2008	10:15:00 PM	single	single	YES	-2.53278	-57.01655	1			3210	2950	ppm	direct	110	nmol/L																	30.6												
45	Amazon River basin	12	10	2008	3:30:00 PM	single	single	YES	-2.16545	-56.14787	2			4570	3050	ppm	direct	133	nmol/L																	30.8												
45	Amazon River basin	12	10	2008	7:40:00 PM	single	single	YES	-1.91328	-55.55533	2			2570	2860	ppm	direct	84	nmol/L																	30.9												
45	Amazon River basin	8	10	2008	2:55:00 PM	single	single	YES	-3.07015	-60.2621	1			2780	2700	ppm	direct	154	nmol/L																	30.8												
45	Amazon River basin	9	10	2008	5:47:00 PM	single	single	YES	-3.40993	-58.78958	1			2030	1300	ppm	direct	142	nmol/L																	31.5												
45	Amazon River basin	5	10	2009	9:55:00 PM	single	single	YES	-3.33108	-60.5434	1			3690	4830	ppm	direct	23	nmol/L																	30.7												
45	Amazon River basin	9	10	2009	2:34:00 PM	single	single	YES	-3.11867	-59.55692	1			5200	4548	ppm	direct	44	nmol/L																	30.9												
45	Amazon River basin	9	10	2009	8:00:00 PM	single	single	YES	-3.24233	-58.97553	1			2620	4486	ppm	direct	22	nmol/L																	31.2												
45	Amazon River basin	10	10	2009	1:00:00 PM	single	single	YES	-3.17443	-58.40908	1			3770	4127	ppm	direct	27	nmol/L																	30.9												
45	Amazon River basin	14	10	2009	1:18:00 PM	single	single	YES	-2.69203	-57.70525	2			4150	3975	ppm	direct	25	nmol/L																	30.9												
45	Amazon River basin	14	10	2009	7:49:00 PM	single	single	YES	-2.54228	-57.02672	1			3060	4051	ppm	direct	29	nmol/L																	31												
45	Amazon River basin	16	10	2009	8:36:00 PM	single	single	YES	-1.95085	-55.49037	2			3390	3620	ppm	direct	25	nmol/L																	31												
45	Amazon River basin	3	10	2009	9:16:00 PM	single	single	YES	-3.07265	-60.26265	1			2710	3800	ppm	direct	32	nmol/L																	31.9												
45	Amazon River basin	9	10	2009	10:50:00 PM	single	single	YES	-3.40897	-58.78522	1			2180	1858	ppm	direct	27	nmol/L																	31.9												
45	Amazon River basin	20	10	2009	1:56:00 PM	single	single	YES	-2.52622	-55.02915	2			13540	750	ppm	direct	26	nmol/L																	30.8												
45	Amazon River basin	11	10	2009	6:59:00 PM	single	single	YES	-3.206573	-58.297739	1			3270	3476	ppm	direct	86	nmol/L																	31.3												
45	Amazon River basin	19	10	2009	3:35:00 PM	single	single	YES	-2.24883	-55.07465	2			120	1991	ppm	direct	88	nmol/L																	30.9												
45	Amazon River basin	27	8	2010	9:00:00 PM	single	single	YES	-3.32545	-60.55282	1			3940	4330	ppm	direct	23	nmol/L																	29.8												
45	Amazon River basin	1	9	2010	12:43:00 PM	single	single	YES	-3.12527	-59.57057	1			5070	4380	ppm	direct	64	nmol/L																	30.1												
45	Amazon River basin	1	9	2010	5:54:00 PM	single	single	YES	-3.311	-58.86205	1			2690	4580	ppm	direct	16	nmol/L																	30.1												
45	Amazon River basin	3	9	2010	4:17:00 PM	single	single	YES	-3.16143	-58.37775	1			4100	4542	ppm	direct	27	nmol/L																	30.4												
45	Amazon River basin	6	9	2010	5:29:00 PM	single	single	YES	-2.5096	-57.29772	2			4280	4779	ppm	direct	28	nmol/L																	30.7												
45	Amazon River basin	7	9	2010	2:15:00 PM	single	single	YES	-2.38317	-56.44372	2			4040	4557	ppm	direct	30	nmol/L																	30.7												
45	Amazon River basin	8	9	2010	12:36:00 PM	single	single	YES	-1.94682	-55.49902	2			2890	4060	ppm	direct	36	nmol/L																	30.5												
45	Amazon River basin	25	8	2010	8:50:00 PM	single	single	YES	-3.07617	-60.26347	1			2830	5300	ppm	direct	32	nmol/L																	30.3												
45	Amazon River basin	12	9	2010	7:40:00 PM	single	single	YES	-2.4578	-54.98833	2			9180	733	ppm	direct	147	nmol/L																	31.2												
45	Amazon River basin	2	9	2010	1:41:00 PM	single	single	YES	-3.206772	-58.300811	1			3140	4269	ppm	direct	110	nmol/L																	31												
45	Congo River basin	20	11	2012	12:30:00 PM	single	single	YES	0.77384	24.59661	1			15	6300	ppm	direct	440	nmol/L																	23.5												
45	Congo River basin	21	11	2012	8:30:00 AM	single	single	YES	0.77109	24.59753	1			4.5	7252	ppm	direct	618	nmol/L																	23.4												
45	Congo River basin	21	11	2012	12:05:00 PM	single	single	YES	0.776576	24.599819	1			15	6605	ppm	direct	419	nmol/L																	23.4												
45	Congo River basin	24	11	2012	9:00:00 AM	single	single	YES	0.49339	24.1696	1			340	4481	ppm	direct	379	nmol/L																	25.7												
45	Congo River basin	24	11	2012	1:25:00 PM	single	single	YES	0.4897	24.17728	1			120	7770	ppm	direct	595	nmol/L																	24.2												
45	Congo River basin	25	11	2012	9:55:00 AM	single	single	YES	0.49833	24.169422	1			6	5264	ppm	direct	1822	nmol/L																	25.4												
45	Congo River basin	25	11	2012	3:45:00 PM	single	single	YES	0.51405	24.17295	1			5	4237	ppm	direct	1363	nmol/L																	24.5												
45	Congo River basin	27	11	2012	10:20:00 AM	single	single	YES	0.79495	24.28214	1			2000	2016	ppm	direct	130	nmol/L																	26.9												
45	Congo River basin	27	11	2012	3:00:00 PM	single	single	YES	0.76869	24.26612	1			670	3971	ppm	direct	290	nmol/L																	26.3												
45	Congo River basin	28	11	2012	9:40:00 AM	single	single	YES	0.78778	24.29666	1			2800	12509	ppm	direct	21220	nmol/L																	25.4												
45	Congo River basin	1	12	2012	9:25:00 AM	single	single	YES	0.738633	24.226913	1			11	8170	ppm	direct	947	nmol/L																	23												
45	Congo River basin	1	12	2012	12:15:00 PM	single	single	YES	0.74073	24.2368	1			300	4625	ppm	direct	512	nmol/L																	25.7												
45	Congo River basin	2	12	2012	9:30:00 AM	single	single	YES	0.77258	24.31222	1			1900	2655	ppm	direct	281	nmol/L																	25.6												
45	Congo River basin	2	12	2012	10:30:00 AM	single	single	YES	0.77206	24.31145	1			1900	2539	ppm	direct	164	nmol/L																	25.7												
45	Congo River basin	2	12	2012	11:25:00 AM	single	single	YES	0.7699	24.31001	1			1900	2384	ppm	direct	133	nmol/L																	25.9												
45	Congo River basin	2	12	2012	12:05:00 PM	single	single	YES	0.7682	24.30763	1			1900	2394	ppm	direct	122	nmol/L																	26												
45	Congo River basin	2	12	2012	12:50:00 PM	single	single	YES	0.7667	24.30437	1			1900	2453	ppm	direct	121	nmol/L																	26.2												
45	Congo River basin	2	12	2012	1:40:00 PM	single	single	YES	0.76535	24.30192	1			1900	2462	ppm	direct	120	nmol/L																	26.5												
45	Congo River basin	2	12	2012	2:15:00 PM	single	single	YES	0.76393	24.2996	1			1900	2559	ppm	direct	172	nmol/L																	26.7												
45	Congo River basin	2	12	2012	3:00:00 PM	single	single	YES	0.76224	24.29678	1			1900	2606	ppm	direct	134	nmol/L																	26.6												
45	Congo River basin	2	12	2012	3:40:00 PM	single	single	YES	0.76112	24.2965	1			1900	2677	ppm	direct	177	nmol/L																	26.6												
45	Congo River basin	2	12	2012	4:25:00 PM	single	single	YES	0.76038	24.29663	1			1900	2752	ppm	direct	325	nmol/L																	26.6												
45	Congo River basin	3	12	2012	9:25:00 AM	single	single	YES	0.77258	24.3122	1			1900	2750	ppm	direct	225	nmol/L																	26												
45	Congo River basin	3	12	2012	11:30:00 AM	single	single	YES	0.76659	24.30437	1			1900	2521	ppm	direct	127	nmol/L																	26.4												
45	Congo River basin	4	12	2012	10:15:00 AM	single	single	YES	0.76113	24.2964	1			1900	2670	ppm	direct	163	nmol/L																	26.1												
45	Congo River basin	4	12	2012	12:30:00 PM	single	single	YES	0.76073	24.29645	1			1900	3237	ppm	direct	195	nmol/L																	26.2												
45	Congo River basin	5	12	2012	10:20:00 AM	single	single	YES	0.729487	24.434437	1			8	7422	ppm	direct	603	nmol/L																	22.6												
45	Congo River basin	5	12	2012	2:20:00 PM	single	single	YES	0.64391	24.66294	1			1370	2415	ppm	direct	193	nmol/L																	25.3												
45	Congo River basin	6	12	2012	8:15:00 AM	single	single	YES	0.57749	24.90082	1			670	2430	ppm	direct	112	nmol/L																	25.3												
45	Congo River basin	7	12	2012	12:05:00 PM	single	single	YES	0.56177	25.12514	1			90	2373	ppm	direct	161	nmol/L																	25.2												
45	Congo River basin	7	12	2012	2:05:00 PM	single	single	YES	0.57483	25.12012	1			300	1720	ppm	direct	115	nmol/L																	25.6												
45	Congo River basin	8	12	2012	10:00:00 AM	single	single	YES	0.50237	25.19596	1			840	2748	ppm	direct	79	nmol/L																	26.4												
45	Congo River basin	17	9	2013	10:00:00 AM	single	single	YES	0.49356	24.16944	1			340	2502	ppm	direct	276	nmol/L																	27.1												
45	Congo River basin	22	9	2013	9:45:00 AM	single	single	YES	0.77375	24.59666	1			16	6132	ppm	direct	727	nmol/L																	23.9												
45	Congo River basin	23	9	2013	9:40:00 AM	single	single	YES	0.76187	24.59599	1			14	6702	ppm	direct	661	nmol/L																	23.2												
45	Congo River basin	24	9	2013	9:25:00 AM	single	single	YES	0.77518	24.59874	1			15	7308	ppm	direct	505	nmol/L																	23.3												
45	Congo River basin	26	9	2013	8:30:00 AM	single	single	YES	0.7251	24.56259	1			1760	1693	ppm	direct	77	nmol/L	6.9	nmol/L	modelled-empirical	319.4	mmol/m2/d												26.8												
45	Congo River basin	3	12	2013	5:05:00 AM	single	single	YES	0.50577	25.18699	1			670	2424	ppm	direct	85	nmol/L																	26												
45	Congo River basin	3	12	2013	8:15:00 AM	single	single	YES	0.56267	25.11986	1			130	2349	ppm	direct	362	nmol/L																	25.1												
45	Congo River basin	3	12	2013	9:05:00 AM	single	single	YES	0.56807	25.11718	1			320	1697	ppm	direct	149	nmol/L																	26.1												
45	Congo River basin	3	12	2013	12:40:00 PM	single	single	YES	0.58211	24.76085	1			970	2262	ppm	direct	85	nmol/L																	26.2												
45	Congo River basin	3	12	2013	4:30:00 PM	single	single	YES	0.74571	24.39691	1			2100	2371	ppm	direct	94	nmol/L																	26.6												
45	Congo River basin	4	12	2013	5:55:00 AM	single	single	YES	0.773	24.27061	1			700	4478	ppm	direct	307	nmol/L																	26.4												
45	Congo River basin	4	12	2013	9:30:00 AM	single	single	YES	1.00566	24.05911	1			3900	2455	ppm	direct	326	nmol/L																	26.5												
45	Congo River basin	4	12	2013	1:35:00 PM	single	single	YES	1.13995	23.6502	1			2700	3008	ppm	direct	442	nmol/L																	26.9												
45	Congo River basin	4	12	2013	3:22:00 PM	single	single	YES	1.23217	23.61593	1			400	2831	ppm	direct	228	nmol/L																	27.3												
45	Congo River basin	5	12	2013	6:20:00 AM	single	single	YES	1.339973	23.422926	1			10	4697	ppm	direct	1575	nmol/L																	23.4												
45	Congo River basin	5	12	2013	7:50:00 AM	single	single	YES	1.47807	23.37913	1			5600	3522	ppm	direct	160	nmol/L																	26.5												
45	Congo River basin	5	12	2013	9:00:00 AM	single	single	YES	1.517034	23.34674	1			18	12232	ppm	direct	1047	nmol/L																	25.4												
45	Congo River basin	5	12	2013	12:36:00 PM	single	single	YES	1.79804	23.08739	1			4200	2928	ppm	direct	245	nmol/L																	27.2												
45	Congo River basin	6	12	2013	4:54:00 AM	single	single	YES	1.9939	22.71825	1			7000	3720	ppm	direct	306	nmol/L																	26.8												
45	Congo River basin	6	12	2013	5:53:00 AM	single	single	YES	2.05005	22.720645	1			430	7735	ppm	direct	426	nmol/L																	26												
45	Congo River basin	6	12	2013	10:43:00 AM	single	single	YES	2.20585	22.332	1			6000	6088	ppm	direct	69	nmol/L																	26.9												
45	Congo River basin	6	12	2013	11:35:00 AM	single	single	YES	2.19821	22.29619	1			6100	3857	ppm	direct	350	nmol/L																	27												
45	Congo River basin	6	12	2013	2:40:00 PM	single	single	YES	2.18563	21.9008	1			5500	4304	ppm	direct	256	nmol/L																	27.5												
45	Congo River basin	7	12	2013	4:50:00 AM	single	single	YES	2.104313	21.664785	2			15	8921	ppm	direct	1036	nmol/L																	26.2												
45	Congo River basin	7	12	2013	6:30:00 AM	single	single	YES	2.07789	21.52044	2			13	12662	ppm	direct	2314	nmol/L																	24.9												
45	Congo River basin	7	12	2013	7:45:00 AM	single	single	YES	2.10085	21.45398	2			5400	4149	ppm	direct	186	nmol/L																	27.1												
45	Congo River basin	7	12	2013	11:40:00 AM	single	single	YES	2.04344	21.06155	2			4400	4176	ppm	direct	219	nmol/L																	27.5												
45	Congo River basin	7	12	2013	1:10:00 PM	single	single	YES	2.05091	21.02265	2			70	9528	ppm	direct	916	nmol/L																	26.2												
45	Congo River basin	7	12	2013	4:20:00 PM	single	single	YES	2.01699	20.66444	2			7000	5437	ppm	direct	393	nmol/L																	27.4												
45	Congo River basin	8	12	2013	5:40:00 AM	single	single	YES	2.030496	20.501129	2			3	11464	ppm	direct	6564	nmol/L																	25.9												
45	Congo River basin	8	12	2013	8:15:00 AM	single	single	YES	1.96535	20.19742	2			5500	4168	ppm	direct	144	nmol/L																	27.5												
45	Congo River basin	8	12	2013	9:50:00 AM	single	single	YES	1.96957	20.06373	2			9	8147	ppm	direct	1768	nmol/L																	26.7												
45	Congo River basin	8	12	2013	12:15:00 PM	single	single	YES	1.9103	19.81723	1			280	8929	ppm	direct	763	nmol/L																	25.6												
45	Congo River basin	8	12	2013	1:30:00 PM	single	single	YES	1.8546	19.78305	1			6000	4476	ppm	direct	677	nmol/L																	28												
45	Congo River basin	9	12	2013	6:30:00 AM	single	single	YES	1.75099	19.3594	1			5200	4460	ppm	direct	114	nmol/L																	27.8												
45	Congo River basin	9	12	2013	9:45:00 AM	single	single	YES	1.637294	19.159323	1			2	10067	ppm	direct	5472	nmol/L																	26.2												
45	Congo River basin	9	12	2013	12:20:00 PM	single	single	YES	1.4898	18.99207	1			3700	4496	ppm	direct	1299	nmol/L																	28.2												
45	Congo River basin	10	12	2013	5:40:00 AM	single	single	YES	1.261168	18.79348	1			3.5	8532	ppm	direct	1866	nmol/L																	26.6												
45	Congo River basin	10	12	2013	7:30:00 AM	single	single	YES	1.25127	18.75011	1			65	9382	ppm	direct	6027	nmol/L																	26.8												
45	Congo River basin	10	12	2013	11:20:00 AM	single	single	YES	1.15953	18.65123	1			22	10770	ppm	direct	4396	nmol/L																	26.5												
45	Congo River basin	10	12	2013	12:25:00 PM	single	single	YES	1.12503	18.61036	1			900	5648	ppm	direct	305	nmol/L																	28												
45	Congo River basin	10	12	2013	2:40:00 PM	single	single	YES	1.12826	18.62077	1			200	8137	ppm	direct	539	nmol/L																	27.5												
45	Congo River basin	10	12	2013	3:35:00 PM	single	single	YES	1.1284	18.62576	1			60	12382	ppm	direct	5089	nmol/L																	24.7												
45	Congo River basin	11	12	2013	6:25:00 AM	single	single	YES	1.034502	18.536039	1			60	9755	ppm	direct	1050	nmol/L																	26.5												
45	Congo River basin	11	12	2013	9:50:00 AM	single	single	YES	0.85421	18.38732	1			1200	4891	ppm	direct	1106	nmol/L																	28.1												
45	Congo River basin	11	12	2013	11:20:00 AM	single	single	YES	0.68418	18.40149	1			520	6643	ppm	direct	542	nmol/L																	27												
45	Congo River basin	11	12	2013	1:34:00 PM	single	single	YES	0.46323	18.33142	1			3100	6084	ppm	direct	171	nmol/L																	28.1												
45	Congo River basin	12	12	2013	10:45:00 AM	single	single	YES	0.114733	18.312729	1			270	12059	ppm	direct	1643	nmol/L																	25.6												
45	Congo River basin	12	12	2013	11:40:00 AM	single	single	YES	0.113975	18.282969	1			4	12996	ppm	direct	9621	nmol/L																	24.6												
45	Congo River basin	12	12	2013	1:45:00 PM	single	single	YES	0.07078	18.31695	1			430	8686	ppm	direct	503	nmol/L																	25.7												
45	Congo River basin	12	12	2013	4:30:00 PM	single	single	YES	-0.05497	18.37942	1			100	12642	ppm	direct	12405	nmol/L																	25.3												
45	Congo River basin	13	12	2013	9:25:00 AM	single	single	YES	0.04347	18.22524	1			2180	3975	ppm	direct	220	nmol/L																	27.6												
45	Congo River basin	13	12	2013	2:00:00 PM	single	single	YES	-0.29826	17.96509	1			8700	4735	ppm	direct	2643	nmol/L																	27.7												
45	Congo River basin	14	12	2013	5:45:00 AM	single	single	YES	-0.4897	17.7022	1			11400	2504	ppm	direct	107	nmol/L																	27.6												
45	Congo River basin	14	12	2013	7:10:00 AM	single	single	YES	-0.61219	17.66333	2			7900	5256	ppm	direct	232	nmol/L																	27.4												
45	Congo River basin	14	12	2013	11:43:00 AM	single	single	YES	-0.6007	17.8052	1			440	6933	ppm	direct	194	nmol/L																	27.5												
45	Congo River basin	14	12	2013	4:21:00 PM	single	single	YES	-0.89893	17.39705	2			5200	4706	ppm	direct	91	nmol/L																	27.9												
45	Congo River basin	15	12	2013	6:26:00 AM	single	single	YES	-0.93356	17.41706	2			80	15571	ppm	direct	51839	nmol/L																	26												
45	Congo River basin	15	12	2013	10:34:00 AM	single	single	YES	-1.13281	16.99073	3			9400	4875	ppm	direct	105	nmol/L																	27.5												
45	Congo River basin	15	12	2013	12:22:00 PM	single	single	YES	-1.22286	16.82016	2			11000	11142	ppm	direct	4577	nmol/L																	27.3												
45	Congo River basin	15	12	2013	2:35:00 PM	single	single	YES	-1.42362	16.70159	3			10500	5263	ppm	direct	431	nmol/L																	27.7												
45	Congo River basin	16	12	2013	5:10:00 AM	single	single	YES	-1.72012	16.66458	3			190	14703	ppm	direct	13388	nmol/L																	27												
45	Congo River basin	16	12	2013	7:10:00 AM	single	single	YES	-1.88172	16.56923	3			60	13705	ppm	direct	9533	nmol/L																	27												
45	Congo River basin	16	12	2013	9:53:00 AM	single	single	YES	-1.86932	16.50047	3			11000	4844	ppm	direct	103	nmol/L																	27.6												
45	Congo River basin	16	12	2013	1:42:00 PM	single	single	YES	-2.12683	16.30374	3			25	14299	ppm	direct	25499	nmol/L																	26.7												
